gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,click_mean,submit_early,preview,click_std
M,East Anglian Region,HE Qualification,90-100%,55<=,0,90,N,Pass,5.20754717,8,6,1.72430425
F,North Western Region,A Level or Equivalent,10-20%,0-35,0,60,N,Pass,10.69811321,3.5,5,1.828593164
M,South East Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,1.79245283,1,1,1.325833609
M,South East Region,HE Qualification,40-50%,0-35,0,60,N,Pass,6.433962264,4,12,1.891304353
M,Scotland,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,22.62264151,7.5,6,3.2322124
F,South Region,Lower Than A Level,30-40%,0-35,0,60,N,Withdrawn,0,,2,4.362369006
M,West Midlands Region,A Level or Equivalent,10-20%,0-35,0,120,Y,Withdrawn,0,,3,2.189083698
F,North Western Region,A Level or Equivalent,0-10%,0-35,0,120,N,Pass,10,2.5,14,1.915166173
F,Scotland,A Level or Equivalent,80-90%,0-35,0,60,N,Withdrawn,0,,1,1.477624541
M,South West Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,4.283018868,0.5,1,2.570359441
M,North Western Region,A Level or Equivalent,80-90%,0-35,0,120,N,Pass,18.09433962,2.5,12,2.666900972
F,East Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn,4.603773585,-3.5,6,2.111280485
F,North Western Region,HE Qualification,50-60%,0-35,0,60,N,Pass,7.169811321,1.5,5,1.5924164
M,London Region,HE Qualification,50-60%,35-55,0,60,N,Pass,14.77358491,1.5,13,2.140694848
M,South Region,Lower Than A Level,90-100%,35-55,0,60,N,Pass,7.773584906,2,3,2.448386061
M,North Western Region,Lower Than A Level,20-30%,0-35,0,120,N,Fail,3.113207547,-3,3,1.773055783
F,London Region,Lower Than A Level,20-30%,0-35,0,90,N,Pass,24.81132075,6,15,4.655201529
M,North Western Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,17.20754717,-1,7,3.763723855
F,North Region,Lower Than A Level,60-70%,35-55,0,120,N,Pass,21.58490566,1.5,16,3.781807817
M,East Midlands Region,HE Qualification,70-80%,0-35,0,60,N,Pass,6.660377358,1,9,1.586265248
M,South East Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,22.50943396,2.5,17,3.692462234
M,South East Region,Lower Than A Level,60-70%,0-35,0,90,N,Pass,15.52830189,1,12,2.897266696
M,Scotland,A Level or Equivalent,60-70%,0-35,0,60,Y,Pass,5.566037736,-6,2,3.188257195
M,South Region,Lower Than A Level,30-40%,0-35,0,120,N,Pass,3.245283019,2.5,7,1.826593799
M,East Midlands Region,Lower Than A Level,10-20%,0-35,0,60,N,Fail,0,,,3.260216899
M,South West Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass,5.018867925,2.5,3,2.586103295
M,North Western Region,HE Qualification,10-20%,0-35,0,150,N,Pass,10.64150943,1,1,3.156916474
F,South Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,49.05660377,1.5,12,5.94126673
M,Wales,HE Qualification,30-40%,35-55,0,60,N,Pass,4.603773585,0,5,1.851472829
M,East Midlands Region,Lower Than A Level,40-50%,0-35,0,90,Y,Withdrawn,0,,,0.961142404
M,West Midlands Region,Lower Than A Level,70-80%,0-35,0,60,N,Withdrawn,10.54716981,-3.5,9,2.343402759
F,North Western Region,A Level or Equivalent,90-100%,0-35,0,120,Y,Pass,11.24528302,2.5,15,2.07839876
F,Scotland,HE Qualification,60-70%,0-35,0,60,N,Pass,15.18867925,0,16,2.579656816
M,South Region,Lower Than A Level,80-90%,0-35,0,60,Y,Withdrawn,0,,1,2.424898901
F,South West Region,A Level or Equivalent,80-90%,0-35,0,60,N,Withdrawn,0,,,1.767732793
F,Scotland,A Level or Equivalent,0-10%,35-55,0,120,Y,Withdrawn,8.075471698,-3.5,6,2.798456127
F,South Region,A Level or Equivalent,70-80%,0-35,0,120,N,Pass,9.339622642,2.5,15,3.934885012
M,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,120,N,Pass,3.452830189,1.5,7,1.324615815
M,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,13.33962264,11.5,10,2.74300115
M,North Western Region,A Level or Equivalent,70-80%,0-35,0,90,N,Withdrawn,4.094339623,5,3,2.096717377
F,Yorkshire Region,Lower Than A Level,50-60%,35-55,0,60,N,Pass,11.18867925,0.5,4,1.735825751
M,West Midlands Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass,3.886792453,-0.5,1,2.659314051
M,South East Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass,6.716981132,1,6,1.983696851
F,South Region,A Level or Equivalent,60-70%,0-35,0,120,N,Pass,15.05660377,1.5,5,2.949520651
M,East Midlands Region,Lower Than A Level,50-60%,35-55,0,60,N,Withdrawn,6.283018868,-0.5,5,2.675136354
M,South Region,Lower Than A Level,60-70%,0-35,0,120,N,Pass,7.150943396,1,8,3.190770807
M,South Region,HE Qualification,80-90%,0-35,0,60,N,Pass,7.150943396,4.5,4,3.399738275
F,Ireland,Lower Than A Level,80-90%,0-35,0,60,N,Pass,12.35849057,2,9,3.381964163
F,North Region,Lower Than A Level,,0-35,0,60,N,Pass,22.73584906,4.5,16,2.982982538
M,West Midlands Region,Lower Than A Level,70-80%,0-35,0,120,N,Withdrawn,8.773584906,2,6,4.342668463
F,North Western Region,A Level or Equivalent,0-10%,0-35,0,60,N,Fail,3.113207547,6,9,2.099743215
F,South West Region,Lower Than A Level,30-40%,0-35,0,90,N,Fail,3.886792453,0,3,2.252947213
M,West Midlands Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,12.71698113,2,3,4.690647625
M,South East Region,A Level or Equivalent,70-80%,0-35,0,60,N,Fail,2.226415094,0.5,1,1.960301083
M,North Region,A Level or Equivalent,,0-35,0,60,N,Withdrawn,3.245283019,0.5,1,3.101747851
M,West Midlands Region,Lower Than A Level,10-20%,0-35,0,120,N,Pass,4.547169811,0,,2.084893794
M,North Western Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,6.924528302,7.5,6,2.5510912
M,East Anglian Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass,10.52830189,2,1,1.974357134
M,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn,17.8490566,0,6,3.993515556
F,North Region,HE Qualification,,35-55,0,60,N,Withdrawn,7.169811321,-4.5,,2.195742022
F,London Region,A Level or Equivalent,10-20%,0-35,0,90,Y,Pass,17.77358491,1,8,3.111697286
M,Ireland,Lower Than A Level,40-50%,0-35,0,60,N,Fail,0,,,1.894473895
F,London Region,A Level or Equivalent,70-80%,0-35,0,120,N,Pass,5.056603774,1.5,7,3.236543779
F,East Anglian Region,Lower Than A Level,70-80%,0-35,0,90,N,Fail,8.283018868,0,3,3.022930021
M,North Western Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,8.924528302,2,7,2.691984063
F,South East Region,A Level or Equivalent,80-90%,0-35,0,90,N,Pass,6.509433962,2,4,1.530374192
F,South Region,Lower Than A Level,60-70%,0-35,0,150,Y,Pass,19.79245283,12.5,18,2.3708084
F,North Region,Lower Than A Level,,0-35,0,60,N,Pass,6.264150943,1,7,2.148578777
M,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,120,Y,Withdrawn,0,,2,3.255813441
F,Wales,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,4.396226415,4.5,4,1.999490426
F,South East Region,A Level or Equivalent,60-70%,0-35,0,60,Y,Pass,5.754716981,0,9,3.260837949
F,Ireland,A Level or Equivalent,40-50%,0-35,0,120,N,Withdrawn,0,,4,1.376164229
F,South Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,6.716981132,2.5,4,1.984166857
M,North Western Region,Lower Than A Level,80-90%,0-35,0,120,N,Fail,0,,1,1.536535961
M,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,60,N,Fail,6.509433962,4,4,3.343634577
M,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,19.62264151,3.5,17,3.638208202
F,East Anglian Region,HE Qualification,50-60%,0-35,0,60,N,Pass,23.49056604,2,17,3.310767957
F,Yorkshire Region,Lower Than A Level,80-90%,0-35,0,90,N,Pass,9.867924528,2.5,7,3.316322381
M,South East Region,HE Qualification,70-80%,0-35,0,60,N,Pass,5.603773585,11.5,6,2.912495118
M,Scotland,HE Qualification,30-40%,0-35,0,60,N,Pass,10.03773585,0,3,2.568054004
M,South West Region,A Level or Equivalent,20-30%,0-35,0,120,Y,Withdrawn,0,,12,2.208593759
F,South East Region,A Level or Equivalent,30-40%,0-35,0,60,Y,Pass,6.79245283,0.5,3,2.054269807
M,London Region,A Level or Equivalent,20-30%,0-35,0,60,N,Fail,11.58490566,1,5,3.473520739
M,East Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,Y,Pass,6.471698113,1.5,5,2.956968433
F,Wales,HE Qualification,60-70%,0-35,0,180,N,Fail,10.11320755,-2.5,4,3.213328682
M,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,90,N,Fail,10.73584906,-62,9,2.345861607
F,South East Region,HE Qualification,30-40%,0-35,0,60,N,Pass,5.339622642,0,5,1.958973619
F,East Anglian Region,A Level or Equivalent,60-70%,35-55,0,120,N,Fail,0,,5,2.17606034
M,East Midlands Region,A Level or Equivalent,30-40%,35-55,0,120,N,Withdrawn,0,,7,2.412911867
M,North Western Region,A Level or Equivalent,80-90%,0-35,0,120,N,Pass,8.471698113,2,6,2.30985323
F,South Region,A Level or Equivalent,60-70%,0-35,0,120,N,Pass,9.433962264,1,10,2.212120324
M,London Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,6.830188679,1,11,1.529724034
F,London Region,HE Qualification,20-30%,0-35,0,60,N,Pass,12.26415094,3,7,2.644778077
M,North Western Region,HE Qualification,90-100%,0-35,0,60,N,Pass,8.452830189,1,,3.413325437
M,North Western Region,Lower Than A Level,20-30%,0-35,0,90,N,Fail,3.905660377,0.5,3,1.93925284
M,Yorkshire Region,A Level or Equivalent,90-100%,0-35,0,90,N,Fail,2.132075472,0,,3.732888539
M,Wales,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn,10.52830189,3,1,3.242320408
M,South East Region,A Level or Equivalent,50-60%,0-35,0,90,N,Pass,3.113207547,1,11,2.339738854
M,Wales,A Level or Equivalent,70-80%,0-35,0,90,Y,Withdrawn,0,0,3,1.925841988
F,South East Region,Lower Than A Level,60-70%,0-35,0,120,N,Withdrawn,5.452830189,0,3,2.215751749
M,South Region,A Level or Equivalent,90-100%,0-35,0,90,N,Pass,2.377358491,0.5,5,1.583987554
F,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,90,N,Pass,7.358490566,0.5,6,1.781266696
M,North Region,A Level or Equivalent,,0-35,0,120,N,Fail,0,,8,3.399541822
M,North Western Region,Lower Than A Level,20-30%,0-35,0,90,Y,Fail,17.50943396,-0.5,,20.18089574
F,North Western Region,Lower Than A Level,40-50%,35-55,0,60,N,Fail,17.49056604,0,3,3.516383487
M,Scotland,HE Qualification,80-90%,0-35,0,90,N,Pass,9.962264151,0.5,4,2.262306378
F,Scotland,HE Qualification,90-100%,35-55,0,60,N,Fail,0,,1,2.554899774
F,London Region,A Level or Equivalent,40-50%,0-35,0,90,N,Pass,20.75471698,1.5,12,3.290639645
M,North Region,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn,0,,4,1.826674947
M,South Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,4.377358491,0,14,2.17834941
M,London Region,A Level or Equivalent,20-30%,0-35,0,90,Y,Pass,11.98113208,7,18,3.897623606
M,Scotland,Lower Than A Level,90-100%,0-35,0,60,N,Fail,6.79245283,0,1,5.34560607
M,London Region,A Level or Equivalent,40-50%,0-35,0,90,N,Pass,6.641509434,-0.5,3,3.26832604
M,East Anglian Region,Lower Than A Level,80-90%,0-35,0,90,N,Withdrawn,3.773584906,-2.5,1,1.902892943
M,Ireland,HE Qualification,,0-35,0,70,N,Withdrawn,3.226415094,0,5,3.018262918
F,South West Region,Lower Than A Level,50-60%,0-35,0,90,Y,Pass,15.30188679,0,15,2.839451237
M,South West Region,Lower Than A Level,30-40%,0-35,0,120,N,Pass,4.943396226,1,4,2.080287391
F,South Region,Lower Than A Level,80-90%,0-35,0,90,N,Pass,4.433962264,0.5,,2.155339338
M,South East Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,8.132075472,5,6,2.840562965
M,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,2.528301887,-0.5,3,3.216898048
M,West Midlands Region,Lower Than A Level,40-50%,0-35,0,60,Y,Withdrawn,2.452830189,-2.5,2,3.124402981
M,Scotland,A Level or Equivalent,20-30%,0-35,0,120,N,Withdrawn,10.1509434,0,10,2.8523661
M,North Western Region,A Level or Equivalent,20-30%,0-35,0,90,N,Pass,12.62264151,3.5,9,2.097625649
F,London Region,HE Qualification,20-30%,0-35,0,90,Y,Pass,9.245283019,1.5,3,3.543613001
M,Yorkshire Region,Lower Than A Level,90-100%,0-35,0,60,Y,Pass,7.754716981,7,6,2.849833379
M,Scotland,A Level or Equivalent,20-30%,0-35,0,90,N,Pass,2.358490566,-3.5,4,2.470257487
F,North Region,Post Graduate Qualification,,35-55,0,60,N,Pass,5.018867925,4.5,5,2.923673494
M,South Region,A Level or Equivalent,70-80%,0-35,0,120,N,Withdrawn,0,,3,3.513057798
F,Scotland,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,4.981132075,0.5,3,1.758078382
M,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,0,,1,1.118383254
M,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,90,N,Fail,0,,4,5.540758071
F,Scotland,Lower Than A Level,10-20%,0-35,0,60,N,Pass,6.79245283,-2.5,3,2.442857357
F,South West Region,Lower Than A Level,50-60%,0-35,0,150,Y,Withdrawn,0,,1,3.094062067
M,Scotland,A Level or Equivalent,80-90%,0-35,0,60,Y,Pass,2.433962264,0,,1.772810521
F,North Region,A Level or Equivalent,,0-35,0,90,N,Fail,18.0754717,-5,11,3.588893008
M,Scotland,HE Qualification,70-80%,0-35,0,60,N,Pass,2.547169811,0.5,6,4.133216379
M,Scotland,A Level or Equivalent,50-60%,0-35,0,60,N,Fail,2.113207547,0,1,2.918540524
M,Scotland,A Level or Equivalent,30-40%,0-35,0,60,N,Fail,4.188679245,-3.5,4,1.875612454
F,London Region,HE Qualification,10-20%,0-35,0,60,N,Pass,5.377358491,0.5,2,2.282033531
F,South West Region,HE Qualification,40-50%,0-35,0,90,N,Fail,7.113207547,2,6,2.833585005
M,South East Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass,49.69811321,5,18,9.708077202
F,North Western Region,Lower Than A Level,30-40%,0-35,0,120,N,Pass,7.547169811,-3,5,2.538226733
F,North Region,A Level or Equivalent,10-20%,0-35,0,90,N,Withdrawn,2.924528302,-1,8,3.017816265
M,South Region,A Level or Equivalent,80-90%,0-35,0,60,Y,Pass,1.962264151,4,1,3.297302689
F,Ireland,Lower Than A Level,0-10%,0-35,0,60,N,Fail,4.113207547,-0.5,2,6.641786908
M,Ireland,A Level or Equivalent,,0-35,0,120,N,Withdrawn,7.037735849,0,7,1.722631506
F,South East Region,HE Qualification,90-100%,35-55,0,60,N,Pass,6.264150943,4.5,7,2.817381288
M,North Region,Lower Than A Level,,35-55,0,120,N,Pass,10.18867925,0,7,3.617691623
M,South West Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,3.754716981,0,1,2.545633981
M,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,120,N,Fail,7.905660377,0,12,3.150259579
F,South Region,A Level or Equivalent,10-20%,0-35,0,60,N,Pass,4.339622642,-0.5,4,1.74006273
M,Scotland,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,7.037735849,1.5,,2.134688187
M,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,120,N,Fail,0,,6,1.275082116
M,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn,2.433962264,-5,7,2.203761441
M,North Region,HE Qualification,40-50%,0-35,0,120,N,Pass,0,,8,1.517578821
M,East Anglian Region,Lower Than A Level,50-60%,0-35,0,90,N,Pass,13.18867925,5.5,6,3.083860959
M,Scotland,HE Qualification,60-70%,0-35,0,60,N,Pass,14.28301887,0.5,1,3.676135859
F,Scotland,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,11.37735849,1,10,2.772327436
M,East Anglian Region,Lower Than A Level,0-10%,0-35,0,120,N,Pass,4.226415094,0.5,8,1.408291455
F,Wales,HE Qualification,20-30%,35-55,0,90,N,Pass,12.90566038,1,7,2.414622787
F,East Anglian Region,Lower Than A Level,70-80%,0-35,0,90,N,Pass,5.622641509,8,5,2.639790594
M,London Region,A Level or Equivalent,20-30%,0-35,0,120,N,Fail,1.735849057,0,7,1.514546403
M,North Western Region,Lower Than A Level,10-20%,0-35,0,60,N,Fail,8.056603774,0,2,2.548936557
F,South West Region,A Level or Equivalent,70-80%,0-35,0,60,N,Fail,0,,4,1.858723748
M,North Region,HE Qualification,30-40%,0-35,0,60,N,Pass,2.641509434,2,2,1.420073004
F,South West Region,A Level or Equivalent,30-40%,0-35,0,60,Y,Withdrawn,2.245283019,0,,3.110010482
F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,9.396226415,0,5,2.100021713
M,North Region,Lower Than A Level,,0-35,0,60,N,Pass,8.773584906,0,3,1.860925754
M,Yorkshire Region,A Level or Equivalent,40-50%,55<=,0,60,N,Pass,14.9245283,1,3,2.619631677
M,South Region,Lower Than A Level,40-50%,0-35,0,120,N,Withdrawn,9.037735849,2,6,2.697694126
F,London Region,A Level or Equivalent,30-40%,0-35,0,120,N,Pass,15.50943396,3,4,5.779907969
M,Ireland,Post Graduate Qualification,,35-55,0,70,N,Pass,14.33962264,2,8,5.825753532
M,South Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,6.735849057,0.5,3,2.971751423
M,Wales,HE Qualification,0-10%,0-35,0,60,N,Withdrawn,2.301886792,0,6,4.451800824
F,North Region,Post Graduate Qualification,,0-35,0,60,N,Withdrawn,0,,8,4.186834004
M,North Western Region,A Level or Equivalent,50-60%,0-35,0,60,N,Fail,1.962264151,0,2,3.095300042
F,North Region,A Level or Equivalent,,0-35,0,90,N,Pass,6.735849057,0,4,3.360416269
F,North Region,A Level or Equivalent,20-30%,0-35,0,60,Y,Pass,4.566037736,-5,2,1.654246841
F,London Region,HE Qualification,0-10%,0-35,0,120,N,Fail,3.811320755,0,2,3.914881417
F,Wales,Lower Than A Level,80-90%,0-35,0,60,N,Withdrawn,0,,,3.527837822
F,South Region,A Level or Equivalent,90-100%,0-35,0,90,N,Pass,2.716981132,-3,6,1.447117458
F,Ireland,Lower Than A Level,20-30%,0-35,0,120,N,Pass,6.452830189,1.5,7,3.382068705
M,South West Region,A Level or Equivalent,30-40%,0-35,0,60,N,Fail,2.169811321,0,1,4.247382301
F,North Region,Lower Than A Level,,0-35,0,60,N,Pass,8.377358491,0.5,4,2.003798297
M,Wales,Lower Than A Level,30-40%,0-35,0,60,N,Fail,6.358490566,1,5,2.111163877
M,West Midlands Region,Lower Than A Level,70-80%,35-55,0,90,N,Pass,18.88679245,2.5,7,2.759084569
M,South Region,A Level or Equivalent,80-90%,0-35,0,120,N,Pass,5.962264151,-2,,1.486682592
M,Ireland,A Level or Equivalent,,0-35,0,60,N,Fail,9.811320755,0,5,6.681354713
F,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,240,N,Pass,6.169811321,1,4,3.714948418
F,South East Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,6.924528302,3,6,2.651392504
M,South Region,Post Graduate Qualification,90-100%,35-55,0,60,N,Pass,11,5,12,2.42750455
M,East Midlands Region,HE Qualification,80-90%,35-55,0,90,N,Pass,8.905660377,9,6,3.794386173
F,Scotland,HE Qualification,70-80%,35-55,0,60,N,Pass,7.905660377,5.5,9,2.238162921
F,South West Region,HE Qualification,70-80%,35-55,0,60,N,Pass,13.43396226,5,13,2.025094864
M,Scotland,HE Qualification,80-90%,55<=,0,90,N,Pass,4.301886792,4,3,2.470234817
M,West Midlands Region,HE Qualification,40-50%,35-55,4,60,N,Fail,29.56603774,1.5,15,4.577353559
F,Scotland,HE Qualification,20-30%,35-55,0,60,N,Pass,7.981132075,1.5,5,2.49462728
M,North Region,HE Qualification,,35-55,0,60,N,Withdrawn,0,,1,0
M,West Midlands Region,HE Qualification,50-60%,35-55,2,60,N,Pass,4.566037736,40,10,1.170482106
M,London Region,HE Qualification,50-60%,55<=,0,150,N,Pass,8.094339623,2.5,3,3.315296464
M,East Anglian Region,A Level or Equivalent,30-40%,35-55,0,90,N,Pass,14.47169811,1,11,2.443731318
M,Scotland,HE Qualification,70-80%,35-55,0,210,N,Pass,1.962264151,0,4,2.89759402
M,West Midlands Region,Lower Than A Level,40-50%,35-55,0,120,N,Pass,34.03773585,6,18,5.070462775
M,Wales,Lower Than A Level,60-70%,35-55,2,60,N,Fail,0,,1,2.996489174
F,Scotland,A Level or Equivalent,40-50%,35-55,0,60,N,Fail,2.849056604,1,2,2.891933998
F,East Anglian Region,A Level or Equivalent,70-80%,35-55,0,60,Y,Pass,11.30188679,2,4,2.84195073
F,Scotland,A Level or Equivalent,0-10%,35-55,0,60,Y,Fail,5.603773585,-10.5,3,1.71358755
F,East Anglian Region,A Level or Equivalent,30-40%,35-55,0,90,N,Fail,14.90566038,6,16,2.737560613
M,East Midlands Region,Lower Than A Level,80-90%,35-55,0,60,N,Pass,9.547169811,1.5,8,3.157788271
M,London Region,HE Qualification,40-50%,35-55,1,60,N,Fail,0.037735849,40,,0
F,East Midlands Region,Lower Than A Level,80-90%,35-55,0,60,N,Pass,6.41509434,,2,3.194809375
M,South West Region,A Level or Equivalent,20-30%,35-55,0,60,N,Pass,8.301886792,1.5,10,2.913587801
F,North Western Region,A Level or Equivalent,40-50%,35-55,0,60,N,Fail,4.075471698,2,1,1.801284848
M,East Midlands Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,3.735849057,0,2,2.080988007
M,East Midlands Region,Lower Than A Level,60-70%,35-55,1,90,N,Fail,0.20754717,40,9,1.527525232
F,South Region,Lower Than A Level,60-70%,35-55,0,60,N,Withdrawn,3.018867925,2,2,2.157294253
M,Scotland,A Level or Equivalent,40-50%,35-55,2,90,N,Pass,2.452830189,-3,9,2.028003507
M,Scotland,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,7.018867925,13,9,1.814675243
M,Scotland,A Level or Equivalent,80-90%,0-35,0,135,Y,Fail,0,,4,2.323982204
M,South West Region,HE Qualification,40-50%,35-55,0,90,N,Withdrawn,5.943396226,2.5,8,3.372739638
M,North Western Region,Lower Than A Level,80-90%,55<=,0,60,N,Withdrawn,30.94339623,-2.5,13,4.300046598
F,North Region,A Level or Equivalent,,35-55,0,60,N,Pass,8.867924528,1.5,9,1.592276063
F,South West Region,HE Qualification,30-40%,35-55,0,130,N,Pass,5.622641509,0,13,1.829774343
M,East Anglian Region,Lower Than A Level,60-70%,35-55,0,60,Y,Fail,11.49056604,-1.5,2,3.684027005
M,South Region,Lower Than A Level,10-20%,35-55,0,60,N,Fail,4.849056604,1,4,1.656122094
F,South Region,HE Qualification,60-70%,35-55,0,120,N,Fail,6.169811321,2,1,2.991942879
M,Yorkshire Region,HE Qualification,60-70%,35-55,0,60,N,Withdrawn,5.981132075,1.5,4,2.779613927
F,North Region,HE Qualification,30-40%,0-35,0,60,N,Pass,21.41509434,1.5,15,3.204102775
M,South East Region,Lower Than A Level,80-90%,35-55,1,60,N,Pass,4.754716981,2,2,1.741563776
M,South West Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,9.603773585,0,1,3.931232033
F,East Anglian Region,Lower Than A Level,40-50%,35-55,0,60,N,Withdrawn,0,,11,1.492630248
M,East Anglian Region,A Level or Equivalent,80-90%,35-55,0,90,N,Withdrawn,8.528301887,5,5,2.277797462
M,South Region,HE Qualification,70-80%,55<=,1,120,N,Pass,9.603773585,5.5,9,2.60639641
M,Scotland,HE Qualification,90-100%,55<=,0,60,N,Pass,19.8490566,1,18,3.114234122
F,East Anglian Region,HE Qualification,30-40%,35-55,0,60,N,Pass,11.18867925,1,7,4.542180162
M,North Western Region,A Level or Equivalent,30-40%,35-55,0,60,Y,Fail,0,,13,1.157369689
M,East Midlands Region,HE Qualification,40-50%,35-55,0,60,N,Pass,7.943396226,1,7,1.71497633
M,North Western Region,HE Qualification,0-10%,35-55,0,90,N,Pass,3.528301887,-2,7,2.934205955
M,London Region,HE Qualification,0-10%,35-55,1,180,Y,Pass,2.566037736,40,2,1.336669552
F,London Region,HE Qualification,30-40%,35-55,0,180,N,Withdrawn,0,,7,2.589483878
M,Wales,HE Qualification,90-100%,35-55,0,90,N,Pass,8.716981132,1,3,1.398639893
F,South Region,A Level or Equivalent,90-100%,55<=,1,60,N,Fail,14.18867925,20,15,2.217911601
M,North Western Region,Lower Than A Level,0-10%,0-35,0,60,Y,Pass,4.622641509,4.5,6,1.653347395
M,Wales,HE Qualification,80-90%,35-55,0,60,N,Fail,7.41509434,0,3,3.219511831
M,South Region,HE Qualification,60-70%,0-35,0,60,N,Withdrawn,4.132075472,0.5,,2.101997153
M,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,7.679245283,1,11,2.285758206
F,East Midlands Region,A Level or Equivalent,30-40%,35-55,0,60,Y,Withdrawn,2.132075472,-6.5,1,1.446470332
M,Scotland,HE Qualification,90-100%,55<=,0,130,N,Pass,9.58490566,16,6,3.700776297
F,North Region,Lower Than A Level,,35-55,0,60,N,Pass,21.26415094,5.5,18,4.295567618
M,Scotland,HE Qualification,80-90%,35-55,0,60,N,Withdrawn,6.509433962,-0.5,3,3.047072818
M,South East Region,Lower Than A Level,90-100%,35-55,0,120,N,Withdrawn,0,,1,1.844045837
M,Scotland,Lower Than A Level,80-90%,35-55,0,70,N,Withdrawn,2.056603774,-3.5,2,2.096533936
M,Ireland,HE Qualification,60-70%,35-55,1,120,Y,Withdrawn,0,,11,7.575147399
F,Scotland,Post Graduate Qualification,60-70%,35-55,0,130,N,Withdrawn,0,,11,2.502363185
M,London Region,A Level or Equivalent,90-100%,0-35,2,60,N,Withdrawn,2.018867925,-0.5,1,1.94874872
F,South East Region,HE Qualification,20-30%,35-55,0,60,N,Pass,14.03773585,1,4,3.050390253
M,East Anglian Region,A Level or Equivalent,60-70%,35-55,1,60,N,Withdrawn,0.132075472,40,1,0.577350269
M,South Region,HE Qualification,90-100%,55<=,0,60,N,Pass,13.22641509,10,15,2.58626649
F,South West Region,A Level or Equivalent,30-40%,35-55,1,70,N,Pass,13.69811321,0.5,13,2.737309133
F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,N,Withdrawn,2.301886792,-3.5,,1.481077477
M,South West Region,HE Qualification,30-40%,35-55,0,60,N,Pass,7.641509434,1,4,1.920542223
M,Wales,HE Qualification,50-60%,35-55,0,60,N,Withdrawn,3.452830189,5,7,2.18380135
F,South Region,Lower Than A Level,40-50%,35-55,0,90,N,Withdrawn,3.830188679,2.5,5,1.546143037
M,Ireland,A Level or Equivalent,,35-55,0,60,N,Pass,0,,4,3.380334809
M,North Western Region,HE Qualification,50-60%,35-55,0,60,N,Withdrawn,19.41509434,1.5,6,2.808036737
M,Ireland,Lower Than A Level,70-80%,0-35,0,90,N,Pass,12.96226415,2,7,3.34578891
F,Scotland,Lower Than A Level,50-60%,35-55,0,120,N,Pass,16.50943396,14.5,18,3.337256586
