gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,click_mean,submit_early,preview,click_std
F,South West Region,A Level or Equivalent,70-80%,0-35,1,120,N,Fail,2.025862069,,1,2.934513472
F,South Region,A Level or Equivalent,70-80%,0-35,0,60,N,Fail,11.35344828,-1.5,5,5.786179098
M,Scotland,Lower Than A Level,90-100%,0-35,0,60,N,Withdrawn,0,,1,2.263409883
M,Scotland,Lower Than A Level,0-10%,0-35,0,60,N,Fail,4.49137931,-0.625,1,2.534798335
F,London Region,Lower Than A Level,60-70%,35-55,0,60,N,Pass,3.00862069,-0.75,2,1.271821318
F,North Western Region,A Level or Equivalent,0-10%,0-35,1,120,N,Fail,0,,1,1.378932568
M,West Midlands Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,3.827586207,,1,2.77459124
M,South Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass,17.3362069,,15,2.297982092
M,South Region,Lower Than A Level,60-70%,0-35,0,120,N,Pass,6.129310345,-1,3,2.392951164
F,Scotland,Lower Than A Level,70-80%,0-35,0,60,N,Fail,5.577586207,-2.75,4,3.687480639
F,South West Region,Lower Than A Level,60-70%,35-55,0,60,Y,Pass,9.120689655,-2.5,2,2.865933408
M,Scotland,A Level or Equivalent,90-100%,0-35,0,90,N,Fail,1.655172414,,1,2.13620457
F,East Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,6.612068966,-1.125,1,2.443778035
M,Wales,HE Qualification,40-50%,35-55,2,120,N,Fail,0,,,3.974352257
F,South East Region,Lower Than A Level,60-70%,35-55,0,60,N,Withdrawn,8.767241379,-0.125,7,2.173312104
M,South West Region,A Level or Equivalent,90-100%,0-35,0,60,N,Fail,5.120689655,-0.875,4,2.688797126
M,East Midlands Region,Post Graduate Qualification,60-70%,35-55,0,60,N,Withdrawn,0,,6,3.303870292
M,Wales,A Level or Equivalent,0-10%,0-35,0,120,N,Pass,5.594827586,-1.375,5,3.103015696
M,Wales,Lower Than A Level,20-30%,0-35,0,60,N,Fail,0,,,2.005994273
M,North Region,A Level or Equivalent,,0-35,0,60,N,Withdrawn,4.75862069,-0.75,6,2.178713803
M,London Region,A Level or Equivalent,40-50%,0-35,1,240,N,Withdrawn,0,,1,1.274313982
M,South East Region,Lower Than A Level,80-90%,0-35,1,60,N,Pass,14.25,0,12,2.924738257
F,East Anglian Region,Lower Than A Level,60-70%,0-35,0,60,N,Fail,3.482758621,-3.25,2,2.330183079
F,North Western Region,A Level or Equivalent,60-70%,35-55,0,60,N,Withdrawn,0,,9,2.547988948
M,London Region,A Level or Equivalent,20-30%,0-35,1,150,N,Withdrawn,1.534482759,,2,1.915047601
F,West Midlands Region,A Level or Equivalent,0-10%,0-35,1,120,Y,Pass,6.293103448,-1.875,,2.534926723
F,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,9.706896552,1.375,9,2.309363769
F,East Anglian Region,A Level or Equivalent,60-70%,0-35,1,60,N,Pass,5.775862069,-0.625,4,2.302040214
M,East Anglian Region,Lower Than A Level,40-50%,0-35,1,240,N,Fail,0,,,0.362539372
M,South West Region,A Level or Equivalent,60-70%,35-55,1,130,N,Pass,20.68103448,-0.5,13,2.806583408
F,Scotland,Lower Than A Level,50-60%,0-35,1,180,N,Withdrawn,0,,16,3.769794547
M,South Region,A Level or Equivalent,70-80%,0-35,0,80,N,Pass,14.12931034,2.625,11,3.399626364
M,South East Region,HE Qualification,10-20%,0-35,0,60,N,Fail,6.155172414,-1,2,5.920239828
M,Ireland,Lower Than A Level,30-40%,0-35,1,60,N,Fail,9.767241379,0,9,1.830876209
F,Scotland,A Level or Equivalent,50-60%,0-35,0,120,N,Fail,5.482758621,-2.125,3,3.232585575
M,South Region,A Level or Equivalent,10-20%,0-35,0,60,N,Fail,4.853448276,-0.375,3,2.608477014
M,London Region,HE Qualification,30-40%,55<=,0,60,N,Pass,4.801724138,-0.5,3,2.363001824
F,West Midlands Region,Lower Than A Level,10-20%,0-35,1,120,N,Withdrawn,0,,2,3.009269438
M,South Region,Lower Than A Level,90-100%,0-35,0,75,N,Pass,5.775862069,-0.75,6,1.508862864
M,Scotland,HE Qualification,60-70%,0-35,0,60,N,Pass,11.00862069,-0.25,10,2.280884671
M,South West Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass,10.4137931,0.5,7,2.173939961
M,Yorkshire Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass,5.612068966,-3.875,4,6.405176381
F,South West Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,9.094827586,-0.875,11,2.262855185
M,South East Region,Lower Than A Level,70-80%,0-35,0,60,N,Fail,0,,11,1.711494517
F,Wales,HE Qualification,60-70%,35-55,0,60,N,Pass,8.525862069,0.625,12,1.497995514
F,South West Region,Lower Than A Level,60-70%,0-35,0,60,N,Fail,11.72413793,-0.875,1,2.10938868
M,East Anglian Region,Lower Than A Level,30-40%,35-55,0,60,N,Pass,9.844827586,-1.125,5,3.067723826
F,Wales,Lower Than A Level,80-90%,0-35,0,60,N,Pass,11.20689655,-0.625,6,3.832185651
M,South Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,3.974137931,-1.25,2,2.67697455
M,North Region,Lower Than A Level,,0-35,0,60,N,Fail,0,,,3.862537921
F,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,60,N,Fail,0,,12,4.081887101
F,North Western Region,A Level or Equivalent,0-10%,0-35,0,90,Y,Withdrawn,0,,9,1.522587074
F,South Region,A Level or Equivalent,50-60%,0-35,0,60,Y,Fail,0,,2,2.568085026
M,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,120,N,Pass,3.353448276,2.625,3,2.377445489
M,London Region,HE Qualification,20-30%,0-35,1,120,N,Pass,4.896551724,-3.375,1,2.025826118
M,London Region,HE Qualification,90-100%,55<=,0,60,N,Pass,6.939655172,0.5,2,2.025109962
F,South Region,HE Qualification,60-70%,0-35,1,120,N,Withdrawn,0,,4,1.640670272
M,East Midlands Region,A Level or Equivalent,70-80%,35-55,0,120,N,Pass,5.172413793,-2.125,6,1.662464787
F,East Midlands Region,Lower Than A Level,50-60%,0-35,2,180,Y,Withdrawn,0,,3,1.977605716
M,East Anglian Region,Lower Than A Level,70-80%,35-55,0,60,Y,Pass,5.913793103,-3,,2.63280395
F,East Midlands Region,Lower Than A Level,30-40%,35-55,0,60,Y,Pass,7.379310345,,5,1.83899921
M,West Midlands Region,A Level or Equivalent,0-10%,0-35,1,60,N,Pass,9.034482759,-0.75,15,2.360731452
F,South Region,Lower Than A Level,30-40%,0-35,0,90,Y,Withdrawn,0,,8,3.5833133
M,East Anglian Region,HE Qualification,70-80%,35-55,0,90,N,Pass,10.48275862,-0.5,3,3.321318541
F,Wales,Lower Than A Level,90-100%,0-35,0,60,N,Fail,6.112068966,-0.875,4,2.455504365
M,South East Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,4.094827586,-1.25,,3.476186585
F,East Anglian Region,Lower Than A Level,80-90%,0-35,1,210,N,Pass,5.844827586,19,,3.966487667
F,Wales,A Level or Equivalent,30-40%,0-35,0,190,N,Pass,16.84482759,0.75,10,2.751228683
M,North Western Region,A Level or Equivalent,10-20%,0-35,1,120,N,Withdrawn,0,,1,8.371000317
M,Scotland,A Level or Equivalent,60-70%,0-35,0,105,N,Withdrawn,0,,2,9.526642055
M,South Region,A Level or Equivalent,70-80%,35-55,1,90,N,Pass,6.724137931,-1.25,1,2.489631928
M,South East Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,2.896551724,-0.75,2,3.07596893
M,Wales,Lower Than A Level,10-20%,0-35,1,150,Y,Withdrawn,2.612068966,-0.125,1,1.854232192
M,South Region,A Level or Equivalent,90-100%,35-55,0,60,N,Fail,0,,8,4.311336362
M,Ireland,Lower Than A Level,0-10%,0-35,0,120,N,Pass,9.775862069,-1,7,2.359016624
F,Scotland,A Level or Equivalent,60-70%,0-35,1,120,N,Withdrawn,0,,4,2.381740754
F,South East Region,Lower Than A Level,80-90%,35-55,1,60,N,Withdrawn,0,,2,2.254677839
M,South Region,Lower Than A Level,80-90%,0-35,0,60,N,Fail,0,,,2.045343382
M,East Midlands Region,Lower Than A Level,60-70%,0-35,1,180,N,Pass,2.74137931,-0.875,4,1.543211709
F,London Region,HE Qualification,20-30%,35-55,1,120,N,Fail,0,,,0
F,Ireland,Lower Than A Level,0-10%,0-35,0,120,N,Pass,12.10344828,-0.25,11,2.792380359
M,North Western Region,Lower Than A Level,0-10%,35-55,0,60,N,Withdrawn,0,,8,2.381447056
M,East Midlands Region,A Level or Equivalent,60-70%,35-55,0,60,N,Pass,0,,1,3.259010208
M,South West Region,Lower Than A Level,40-50%,35-55,1,240,Y,Fail,0,,1,3.335151215
M,London Region,Lower Than A Level,0-10%,0-35,1,150,N,Withdrawn,0,,5,2.338943685
M,North Western Region,Lower Than A Level,0-10%,0-35,0,60,Y,Fail,0,,1,1.726743272
M,South Region,Lower Than A Level,90-100%,35-55,0,60,N,Pass,9.853448276,-1.375,5,2.811129022
F,Yorkshire Region,Lower Than A Level,60-70%,0-35,1,120,N,Pass,15.92241379,-0.25,12,2.172607401
M,East Midlands Region,A Level or Equivalent,40-50%,0-35,1,150,N,Pass,4.353448276,-1,8,4.314691665
M,West Midlands Region,Lower Than A Level,10-20%,0-35,0,180,N,Withdrawn,0,,12,1.68892092
M,North Western Region,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn,0,,2,1.997150054
M,Scotland,HE Qualification,40-50%,35-55,0,60,N,Withdrawn,12,1.125,12,2.37934155
M,South Region,HE Qualification,70-80%,0-35,1,120,N,Pass,7.775862069,-0.5,4,2.371711974
M,North Region,A Level or Equivalent,70-80%,35-55,0,120,N,Pass,12.93103448,-0.75,6,3.104001962
F,North Region,A Level or Equivalent,10-20%,0-35,0,60,N,Pass,4.560344828,1.375,2,1.430233034
M,North Region,HE Qualification,80-90%,35-55,1,240,N,Pass,7.181034483,0.75,6,2.536913631
M,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,1.431034483,-1.5,,1.300040339
M,South Region,HE Qualification,70-80%,35-55,0,90,N,Pass,15.04310345,3.375,14,2.563127982
M,South Region,A Level or Equivalent,90-100%,0-35,0,60,Y,Pass,2.560344828,,2,2.409513704
M,South Region,Post Graduate Qualification,90-100%,35-55,0,70,N,Pass,11.74137931,5,10,2.9288288
M,North Region,Post Graduate Qualification,,0-35,0,120,N,Pass,5.25,-2.25,,2.056643717
M,South East Region,HE Qualification,20-30%,0-35,0,60,N,Pass,15.0862069,-1.375,3,3.171372313
F,North Western Region,A Level or Equivalent,50-60%,0-35,1,180,N,Withdrawn,0,,1,2.361542911
M,East Anglian Region,Lower Than A Level,80-90%,0-35,0,70,Y,Withdrawn,0,,7,1.987852879
M,Wales,A Level or Equivalent,20-30%,35-55,0,120,N,Withdrawn,0,,7,2.174766019
M,North Western Region,A Level or Equivalent,30-40%,0-35,1,120,Y,Pass,11.49137931,-0.125,13,2.082402402
F,East Anglian Region,Lower Than A Level,10-20%,0-35,1,120,N,Fail,11.87931034,-1.5,10,4.545485481
M,South West Region,HE Qualification,60-70%,0-35,0,60,N,Pass,6.810344828,-1,9,2.710199872
F,Yorkshire Region,A Level or Equivalent,10-20%,0-35,0,60,N,Pass,11.56034483,-1.25,5,10.22636933
F,South Region,A Level or Equivalent,,0-35,0,120,N,Pass,8.318965517,-0.75,13,2.29525256
M,North Western Region,Lower Than A Level,20-30%,0-35,0,180,N,Fail,0,,8,0.514495755
F,Ireland,HE Qualification,,35-55,0,60,N,Pass,6.051724138,-1.125,6,3.695262683
M,South East Region,A Level or Equivalent,80-90%,0-35,0,90,N,Fail,1.068965517,-1.375,4,1.740284505
M,South East Region,HE Qualification,40-50%,0-35,0,120,N,Fail,0,,2,1.992715359
F,South Region,A Level or Equivalent,60-70%,0-35,1,120,N,Pass,6.465517241,-0.375,3,2.266295208
M,North Region,Lower Than A Level,10-20%,0-35,0,180,Y,Fail,0,,5,2.925802692
M,Scotland,Lower Than A Level,10-20%,0-35,0,120,N,Withdrawn,0,,2,3.326159308
M,London Region,Lower Than A Level,30-40%,0-35,0,60,N,Fail,2.896551724,,6,6.851483696
M,South Region,Lower Than A Level,70-80%,0-35,0,120,N,Withdrawn,0,,3,3.509941973
M,East Midlands Region,A Level or Equivalent,10-20%,0-35,1,180,N,Pass,4.094827586,-1.375,8,5.293474022
M,Ireland,A Level or Equivalent,,0-35,0,60,N,Pass,6.50862069,0.25,8,3.302621607
M,Ireland,A Level or Equivalent,50-60%,0-35,1,210,N,Withdrawn,0,,6,7.207694519
F,Scotland,Lower Than A Level,0-10%,35-55,0,60,Y,Withdrawn,0,,5,2.248298626
F,London Region,HE Qualification,0-10%,0-35,0,120,N,Pass,8.543103448,-0.75,3,2.704938637
F,North Western Region,Lower Than A Level,50-60%,35-55,1,120,N,Fail,0,,9,2.351438553
M,South West Region,HE Qualification,20-30%,0-35,0,60,N,Withdrawn,0,,,2.504031837
M,West Midlands Region,Lower Than A Level,30-40%,35-55,0,60,N,Pass,4.439655172,0.25,3,1.305195541
F,South West Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,6.25,-0.25,7,1.96377605
M,South Region,A Level or Equivalent,60-70%,0-35,1,120,N,Fail,0,,7,1.763003729
M,North Western Region,Lower Than A Level,10-20%,0-35,1,210,Y,Withdrawn,0,,10,2.787927229
M,South Region,A Level or Equivalent,10-20%,0-35,0,60,N,Pass,3.362068966,,,2.35598106
M,East Midlands Region,HE Qualification,10-20%,0-35,1,120,N,Fail,4.982758621,-1.375,1,3.378641051
F,South West Region,A Level or Equivalent,30-40%,0-35,0,60,Y,Pass,3.896551724,,2,3.013635696
F,Yorkshire Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,5.706896552,-1.875,8,3.836955237
M,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,60,N,Fail,0,,1,5.169290921
F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,N,Withdrawn,5.887931034,-0.625,5,3.45541757
F,North Western Region,A Level or Equivalent,10-20%,0-35,0,60,N,Pass,4.948275862,1.375,7,2.988657061
M,North Western Region,A Level or Equivalent,30-40%,0-35,0,80,N,Pass,24.62931034,1.5,14,3.605186467
F,Scotland,A Level or Equivalent,10-20%,0-35,0,60,Y,Pass,12.06896552,0.5,10,3.146566416
F,East Midlands Region,Lower Than A Level,20-30%,0-35,0,90,Y,Withdrawn,0,,4,1.280318689
F,South West Region,A Level or Equivalent,50-60%,0-35,0,60,N,Withdrawn,0,,,1.188352874
M,London Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,11.43103448,-1.25,,3.800517419
M,South West Region,A Level or Equivalent,90-100%,0-35,0,60,N,Fail,0,,4,4.270741797
M,Wales,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn,7.551724138,-0.75,9,2.471315191
F,South East Region,A Level or Equivalent,40-50%,0-35,0,120,N,Pass,3.732758621,0.75,1,2.060390662
F,London Region,HE Qualification,70-80%,0-35,0,80,N,Pass,12.43103448,-0.875,16,2.659935333
M,North Western Region,Lower Than A Level,70-80%,35-55,0,60,N,Withdrawn,0,,1,1.492855156
F,North Western Region,A Level or Equivalent,30-40%,0-35,0,90,Y,Withdrawn,0,,,2.310540303
F,Scotland,A Level or Equivalent,80-90%,0-35,0,70,Y,Pass,3.396551724,-1.25,2,3.050874364
F,East Anglian Region,Lower Than A Level,60-70%,0-35,1,120,Y,Withdrawn,3.025862069,-3,,2.372743798
F,South West Region,A Level or Equivalent,90-100%,0-35,0,150,N,Withdrawn,0,,1,1.469113323
M,Scotland,HE Qualification,60-70%,0-35,0,60,N,Pass,7.396551724,-0.375,6,4.330671984
F,South Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,9.767241379,0.375,3,4.038990016
M,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass,5.155172414,-1,1,1.626012739
F,South West Region,A Level or Equivalent,50-60%,0-35,0,180,Y,Pass,2.103448276,1.125,1,2.077899301
M,Scotland,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,5.49137931,0.125,12,2.318382481
M,Yorkshire Region,A Level or Equivalent,20-30%,0-35,1,210,Y,Pass,3.612068966,-0.75,10,1.366685024
F,Ireland,A Level or Equivalent,0-10%,0-35,0,120,N,Pass,12.43965517,-2,5,5.400151509
F,South West Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass,5.784482759,-0.125,3,1.86218663
F,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn,0,,6,2.727638286
F,London Region,HE Qualification,10-20%,0-35,0,60,N,Pass,13.93965517,3.875,14,4.376581136
M,Ireland,Lower Than A Level,,0-35,0,120,N,Pass,5,-1,6,1.794394093
F,South Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,3.879310345,-0.75,3,2.02557996
F,North Region,A Level or Equivalent,,0-35,0,120,N,Pass,6.318965517,2,7,2.371498515
M,South Region,HE Qualification,90-100%,35-55,0,60,N,Pass,8.163793103,-0.625,10,1.665031381
M,South East Region,A Level or Equivalent,60-70%,0-35,0,60,N,Fail,7.396551724,-1.125,7,3.725320642
M,East Midlands Region,Lower Than A Level,90-100%,0-35,1,120,N,Fail,0,,,1.357497096
F,North Region,Lower Than A Level,,0-35,0,60,N,Pass,6.439655172,-0.75,5,1.668971709
M,Yorkshire Region,Lower Than A Level,60-70%,0-35,0,120,N,Withdrawn,0,,,2.735124496
M,South Region,Lower Than A Level,40-50%,35-55,0,120,N,Fail,16.70689655,-3,1,3.758908088
M,South Region,A Level or Equivalent,70-80%,0-35,0,120,N,Fail,10.27586207,-0.5,5,5.086580278
F,South West Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass,4.051724138,-2,,4.236673423
M,South East Region,Lower Than A Level,90-100%,0-35,0,60,N,Pass,6.862068966,-0.75,9,2.776873197
M,South West Region,A Level or Equivalent,50-60%,55<=,0,90,N,Fail,0,,,3.338165345
F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,4.517241379,-1.125,3,1.915312496
F,East Anglian Region,Lower Than A Level,50-60%,0-35,0,60,N,Fail,5.353448276,0.375,4,4.141479071
M,London Region,Lower Than A Level,40-50%,0-35,0,120,N,Pass,6.336206897,1.875,4,4.38594695
F,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,5.689655172,-1.875,1,2.295047073
M,North Western Region,Lower Than A Level,0-10%,0-35,0,120,N,Fail,0,,1,1.600170993
F,Wales,Lower Than A Level,90-100%,0-35,0,60,N,Fail,4.215517241,-1.125,2,2.53269958
M,East Midlands Region,A Level or Equivalent,70-80%,0-35,0,120,N,Pass,4.646551724,-0.75,6,3.216915302
F,North Western Region,A Level or Equivalent,60-70%,0-35,1,210,N,Withdrawn,3.715517241,-6.375,4,1.688812946
M,London Region,Lower Than A Level,20-30%,0-35,0,60,N,Fail,0,,,2.535531812
F,South West Region,Lower Than A Level,40-50%,35-55,0,60,N,Pass,8.112068966,-0.5,14,1.882569
M,East Anglian Region,Lower Than A Level,70-80%,0-35,1,240,Y,Withdrawn,5.370689655,,8,2.280703923
F,South West Region,A Level or Equivalent,20-30%,0-35,1,180,N,Fail,0,,3,1.212618386
M,London Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,13.93965517,0.625,16,3.745809805
M,South East Region,A Level or Equivalent,60-70%,35-55,0,120,N,Withdrawn,7.75,-5.375,2,5.186753387
F,North Region,A Level or Equivalent,40-50%,35-55,1,150,N,Fail,0,,3,0
F,South Region,Lower Than A Level,30-40%,35-55,0,60,Y,Withdrawn,0,,2,1.915935909
M,East Midlands Region,A Level or Equivalent,10-20%,0-35,0,60,N,Fail,3.844827586,-1.125,11,1.637283729
F,West Midlands Region,Lower Than A Level,70-80%,0-35,0,60,N,Fail,7,-1,4,2.78567955
F,London Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass,4.74137931,-0.625,2,2.541735234
F,North Western Region,A Level or Equivalent,0-10%,0-35,0,180,Y,Withdrawn,0,,3,0.96304302
F,South West Region,A Level or Equivalent,40-50%,0-35,1,120,N,Pass,6.905172414,-1.125,7,2.224017645
F,North Western Region,Lower Than A Level,10-20%,0-35,1,120,N,Withdrawn,0,,1,4.310890443
F,South West Region,HE Qualification,40-50%,0-35,1,180,N,Fail,2.603448276,,1,2.941551776
M,North Western Region,Lower Than A Level,20-30%,35-55,0,60,N,Withdrawn,0,,14,2.825273536
F,London Region,HE Qualification,70-80%,0-35,0,90,N,Pass,3.344827586,-1.875,2,1.854028953
M,East Anglian Region,Lower Than A Level,10-20%,35-55,0,60,N,Pass,17.85344828,0,10,3.257889892
F,South East Region,A Level or Equivalent,20-30%,0-35,1,180,N,Pass,3.060344828,-1.125,2,4.754303665
M,North Western Region,Lower Than A Level,10-20%,35-55,1,120,Y,Fail,0,,,2.090293284
F,South Region,A Level or Equivalent,80-90%,0-35,0,120,N,Withdrawn,0,,8,2.88218628
M,South West Region,Lower Than A Level,30-40%,0-35,0,60,Y,Pass,8.034482759,-0.375,9,1.464917066
F,South East Region,A Level or Equivalent,70-80%,35-55,0,60,N,Fail,7.913793103,-1.625,4,1.93773297
M,Scotland,A Level or Equivalent,0-10%,35-55,1,180,N,Pass,7.517241379,0.375,10,4.010763704
F,North Western Region,A Level or Equivalent,70-80%,0-35,0,120,N,Pass,6.120689655,0.625,10,1.898724872
M,London Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,5.206896552,-0.875,7,1.530987032
F,North Region,No Formal quals,,0-35,0,60,N,Pass,5.103448276,-7,2,2.627080325
M,Scotland,A Level or Equivalent,60-70%,0-35,1,120,N,Fail,4.974137931,-0.875,4,5.405406689
M,North Region,HE Qualification,,35-55,0,60,N,Pass,6.879310345,-1,2,2.588892121
F,East Midlands Region,A Level or Equivalent,80-90%,0-35,1,150,N,Pass,4.715517241,20.875,4,1.669602183
M,Scotland,A Level or Equivalent,70-80%,35-55,0,120,N,Withdrawn,18.12068966,-0.25,6,3.559139486
F,Wales,HE Qualification,40-50%,0-35,1,180,N,Pass,9.75,-0.25,6,4.006059234
M,West Midlands Region,Lower Than A Level,0-10%,0-35,1,120,N,Withdrawn,0,,3,1.125991626
M,Scotland,A Level or Equivalent,10-20%,35-55,1,120,Y,Fail,0,,1,2.267114735
M,London Region,HE Qualification,60-70%,0-35,1,120,N,Withdrawn,0,,9,1.724623654
M,North Region,Lower Than A Level,10-20%,0-35,0,60,Y,Pass,18.5862069,-0.625,8,3.423241341
M,North Region,Lower Than A Level,,0-35,0,120,N,Pass,6.586206897,-1.25,9,1.988267563
F,Scotland,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,0,,4,4.962727764
M,East Midlands Region,Lower Than A Level,80-90%,35-55,0,60,N,Fail,14.75,-1,6,3.26435083
M,London Region,A Level or Equivalent,10-20%,0-35,1,120,N,Fail,3.560344828,,,6.157777976
F,Wales,Lower Than A Level,80-90%,0-35,0,60,N,Withdrawn,0,,3,5.294550579
F,East Midlands Region,A Level or Equivalent,10-20%,0-35,1,120,N,Pass,5.086206897,-0.75,14,1.737287374
M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,3.931034483,1,5,2.363569048
M,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,120,N,Pass,1.50862069,,,3.650861252
M,North Western Region,Lower Than A Level,10-20%,0-35,0,120,N,Fail,10.21551724,-0.875,14,2.533938685
F,North Region,Lower Than A Level,20-30%,0-35,1,120,N,Withdrawn,0,,11,3.310057928
F,London Region,A Level or Equivalent,50-60%,0-35,0,180,N,Withdrawn,0,,9,2.174833003
M,West Midlands Region,A Level or Equivalent,10-20%,0-35,0,60,N,Pass,5.155172414,-2.125,7,1.765179783
M,North Western Region,HE Qualification,50-60%,0-35,0,60,N,Pass,4.568965517,-1.25,2,3.499140615
M,South East Region,Lower Than A Level,50-60%,35-55,1,120,N,Withdrawn,0,,1,2.882242201
F,Wales,Lower Than A Level,0-10%,35-55,0,60,N,Fail,0,,3,2.284210745
M,East Midlands Region,Lower Than A Level,10-20%,0-35,0,120,N,Withdrawn,0,,2,1.65636029
F,North Western Region,A Level or Equivalent,10-20%,0-35,0,60,N,Withdrawn,15.21551724,-1.25,14,3.668937308
M,North Region,Post Graduate Qualification,,0-35,0,60,N,Pass,17.46551724,0.875,12,3.169384357
M,South West Region,Lower Than A Level,50-60%,0-35,1,120,N,Fail,6.775862069,-0.5,1,2.822472862
F,Scotland,HE Qualification,0-10%,35-55,0,120,Y,Withdrawn,8.456896552,,2,2.387910094
F,Wales,Lower Than A Level,70-80%,0-35,0,70,N,Pass,2.965517241,0.625,4,1.225828636
M,North Western Region,A Level or Equivalent,60-70%,0-35,0,120,N,Withdrawn,0,,5,1.970671822
F,North Western Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,12,0,8,2.725896748
F,South West Region,A Level or Equivalent,20-30%,35-55,0,60,N,Pass,5.362068966,-0.625,11,1.84880268
M,South Region,A Level or Equivalent,50-60%,0-35,1,180,N,Fail,0,,1,0.615851853
F,North Region,Lower Than A Level,,0-35,0,90,N,Fail,11.00862069,-0.75,13,2.687373864
M,Wales,Lower Than A Level,60-70%,35-55,0,90,N,Fail,0,,1,2.676067261
F,North Region,Post Graduate Qualification,,35-55,0,70,N,Pass,13.24137931,2.875,6,3.089661277
F,Wales,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn,2.224137931,-0.25,4,2.603450962
F,East Anglian Region,Lower Than A Level,40-50%,0-35,0,120,N,Fail,6.482758621,,13,2.065486219
M,Scotland,Lower Than A Level,60-70%,0-35,0,60,N,Pass,5.370689655,,8,1.735385357
M,Wales,A Level or Equivalent,80-90%,0-35,1,120,N,Fail,0,,,1.359213124
F,North Western Region,Lower Than A Level,90-100%,0-35,0,60,N,Fail,3.24137931,-1,2,6.104594098
F,London Region,Lower Than A Level,10-20%,0-35,1,120,N,Fail,3.387931034,,1,1.72355478
M,East Midlands Region,HE Qualification,50-60%,0-35,0,60,N,Withdrawn,0,,4,1.504451728
M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,60,N,Withdrawn,7.267241379,-1,3,3.857198341
M,East Anglian Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass,12.73275862,-1.125,7,2.843381818
M,Wales,A Level or Equivalent,60-70%,0-35,0,60,N,Fail,7.293103448,-1,2,12.05476602
F,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,75,N,Pass,14.40517241,0.25,11,3.159414656
M,Wales,A Level or Equivalent,90-100%,0-35,0,75,N,Withdrawn,0,,,12.08347216
F,London Region,A Level or Equivalent,10-20%,0-35,0,60,N,Withdrawn,0,,1,2.700965366
M,Ireland,HE Qualification,,35-55,1,120,N,Fail,23.75,-1.25,6,4.414575878
M,North Western Region,Lower Than A Level,0-10%,0-35,1,120,N,Fail,11.5862069,-0.875,7,3.120337558
M,South Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,13.75862069,0,5,2.171415355
M,South Region,HE Qualification,60-70%,0-35,0,60,N,Pass,4.155172414,-1.125,1,2.898531162
M,North Western Region,A Level or Equivalent,10-20%,0-35,0,60,N,Pass,6.922413793,-0.25,13,2.034382815
F,North Western Region,Lower Than A Level,50-60%,0-35,1,120,N,Withdrawn,0,,2,2.210464622
M,East Midlands Region,Lower Than A Level,10-20%,0-35,0,120,N,Fail,0,,7,2.223995019
M,Wales,Lower Than A Level,40-50%,0-35,0,60,N,Pass,5.965517241,-0.375,6,1.838625865
F,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,6.310344828,0.625,5,2.249599829
