,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,date_registration,click_mean,preview,submit_early,click_std
14647,M,East Anglian Region,A Level or Equivalent,70-80%,35-55,0,60,N,Withdrawn,-114.0,1.8018018018018016,5.0,-3.25,1.5983622570499794
14648,F,South Region,Lower Than A Level,50-60%,0-35,0,90,N,Withdrawn,-113.0,,,,
14649,F,East Midlands Region,Lower Than A Level,60-70%,0-35,0,60,Y,Fail,-99.0,6.018018018018018,6.0,0.0,1.9537715467416321
14650,F,South Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,-91.0,,,,
14651,F,Scotland,Lower Than A Level,10-20,0-35,0,60,N,Pass,-100.0,7.531531531531532,8.0,1.0,2.2346805575538338
14652,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,120,N,Fail,-95.0,2.189189189189189,6.0,0.5,2.210358271012296
14653,M,North Western Region,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn,-35.0,0.7837837837837838,,,0.8012029264962338
14654,F,London Region,A Level or Equivalent,50-60%,0-35,0,120,N,Fail,-94.0,3.2972972972972974,3.0,-0.25,2.9170425709367485
14655,F,West Midlands Region,HE Qualification,20-30%,35-55,0,60,N,Pass,-74.0,5.693693693693692,13.0,1.25,2.129018791824222
14656,M,Scotland,A Level or Equivalent,70-80%,0-35,0,120,N,Pass,-36.0,3.6216216216216215,5.0,,1.7761397766367863
14657,M,East Anglian Region,HE Qualification,90-100%,35-55,0,60,N,Distinction,-73.0,2.3963963963963963,3.0,5.75,1.4186683715759325
14658,M,East Midlands Region,A Level or Equivalent,70-80%,0-35,0,120,N,Withdrawn,-116.0,,4.0,,
14659,M,London Region,HE Qualification,80-90%,0-35,0,60,N,Distinction,-121.0,2.5405405405405403,5.0,0.75,1.4880521641199818
14660,M,Scotland,A Level or Equivalent,10-20,0-35,0,120,N,Fail,-100.0,1.6846846846846846,2.0,-2.75,1.3366577255452425
14661,F,East Anglian Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass,-92.0,6.7657657657657655,1.0,0.5,2.9017624900231183
14662,M,Wales,HE Qualification,0-10%,0-35,0,120,N,Pass,-100.0,1.5675675675675675,3.0,3.25,2.3221978412385136
14663,M,London Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,-78.0,8.315315315315315,11.0,1.0,2.5668077929638122
14664,M,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,90,N,Pass,-81.0,3.927927927927928,4.0,16.5,1.8064354084751097
14665,F,West Midlands Region,HE Qualification,60-70%,55<=,1,90,N,Fail,-17.0,0.09009009009009007,,59.5,
14666,M,Yorkshire Region,A Level or Equivalent,50-60%,0-35,0,60,N,Withdrawn,-120.0,,1.0,,1.4050998382874988
14667,F,North Region,HE Qualification,,0-35,0,180,N,Withdrawn,-31.0,,7.0,,2.7148213503532626
14668,F,Scotland,HE Qualification,50-60%,0-35,0,60,N,Fail,-44.0,,1.0,,
14669,M,North Western Region,Lower Than A Level,0-10%,0-35,0,120,N,Fail,-42.0,3.216216216216216,2.0,1.0,1.9221139485608958
14670,F,East Midlands Region,A Level or Equivalent,70-80%,0-35,0,120,N,Withdrawn,-121.0,,18.0,,
14671,M,South East Region,A Level or Equivalent,60-70%,0-35,0,60,Y,Pass,-63.0,1.2162162162162162,5.0,1.0,1.3432844847352214
14672,M,Yorkshire Region,Lower Than A Level,60-70%,0-35,0,180,N,Fail,-102.0,2.720720720720721,6.0,2.5,0.7155011767086407
14673,M,Yorkshire Region,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn,-112.0,4.036036036036036,4.0,-12.0,1.8194656115325372
14674,F,North Region,Lower Than A Level,,0-35,0,90,Y,Distinction,-77.0,3.6936936936936937,12.0,2.0,1.739705795890805
14675,M,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,-35.0,2.0,4.0,-2.75,1.5570399940668012
14676,M,North Region,A Level or Equivalent,30-40%,0-35,0,60,N,Fail,-93.0,4.63963963963964,4.0,0.75,2.2620497227348975
14677,M,Ireland,Lower Than A Level,70-80%,0-35,0,60,N,Withdrawn,-71.0,,2.0,,3.035945591147313
14678,F,South Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass,-106.0,9.936936936936934,4.0,2.25,5.4414558419411545
14679,F,London Region,Lower Than A Level,20-30%,0-35,0,120,N,Fail,-50.0,3.18018018018018,10.0,-0.75,1.700613526288155
14680,M,Ireland,Lower Than A Level,60-70%,0-35,0,120,Y,Distinction,-28.0,,20.0,,5.009166239362518
14681,F,South Region,A Level or Equivalent,10-20,0-35,0,120,N,Pass,-38.0,1.882882882882883,2.0,,2.6764820265707074
14682,M,East Midlands Region,HE Qualification,50-60%,0-35,0,60,N,Fail,-95.0,3.1531531531531534,2.0,0.0,2.942550792282105
14683,F,Wales,Lower Than A Level,40-50%,35-55,0,60,N,Pass,-50.0,4.801801801801802,6.0,1.75,1.9403624855176649
14684,F,Scotland,A Level or Equivalent,30-40%,0-35,0,60,N,Fail,-77.0,,5.0,,2.1341438886506396
14685,F,Scotland,HE Qualification,40-50%,35-55,0,60,N,Pass,-39.0,3.783783783783784,9.0,-1.25,1.5980801942146277
14686,M,East Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,-106.0,2.3153153153153148,1.0,0.0,1.6627657080702787
14687,F,North Region,Post Graduate Qualification,,0-35,0,90,N,Distinction,-108.0,10.342342342342342,25.0,5.75,2.1524509833134013
14688,F,Wales,A Level or Equivalent,10-20,0-35,0,120,N,Fail,-22.0,2.927927927927928,6.0,0.0,2.0857152844131717
14689,F,South Region,A Level or Equivalent,10-20,35-55,0,60,N,Withdrawn,-81.0,6.045045045045044,3.0,-2.5,3.383719832226267
14690,M,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,60,N,Fail,-53.0,,,,
14691,F,West Midlands Region,Lower Than A Level,90-100%,0-35,0,120,N,Fail,-86.0,2.7117117117117115,,0.25,2.2188022353805446
14692,F,London Region,HE Qualification,70-80%,0-35,0,60,N,Withdrawn,-36.0,3.5495495495495497,4.0,2.25,1.3695693932052235
14693,M,Yorkshire Region,A Level or Equivalent,0-10%,35-55,0,60,N,Pass,-93.0,12.756756756756756,7.0,4.0,2.2992260589796976
14694,M,London Region,Lower Than A Level,0-10%,0-35,0,150,N,Pass,-102.0,2.954954954954955,4.0,-4.5,1.7421408655424862
14695,F,South East Region,Lower Than A Level,70-80%,0-35,0,60,N,Fail,-31.0,3.5855855855855854,14.0,0.75,1.5254161920639222
14696,M,North Western Region,HE Qualification,10-20,0-35,0,60,N,Pass,-71.0,4.864864864864865,2.0,1.25,2.6115064658653875
14697,M,Wales,Lower Than A Level,20-30%,0-35,0,150,N,Pass,-35.0,2.018018018018018,12.0,4.0,1.1507956331623272
14698,M,South West Region,Lower Than A Level,90-100%,0-35,0,60,N,Withdrawn,-24.0,,,,
14699,M,South Region,Lower Than A Level,40-50%,0-35,0,70,N,Withdrawn,-25.0,1.81981981981982,3.0,-3.25,2.177735141258349
14700,F,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,-85.0,12.927927927927929,11.0,2.5,2.13266501299847
14701,F,London Region,HE Qualification,40-50%,0-35,0,60,N,Distinction,-95.0,4.045045045045045,3.0,0.25,5.017672789719556
14702,M,South West Region,A Level or Equivalent,30-40%,0-35,0,60,N,Fail,-35.0,1.5675675675675675,5.0,-1.25,1.9911281669172822
14703,M,South East Region,A Level or Equivalent,90-100%,0-35,0,120,N,Distinction,-102.0,7.261261261261263,2.0,0.0,1.8695039466627414
14704,F,South West Region,A Level or Equivalent,50-60%,0-35,0,120,N,Distinction,-16.0,3.108108108108108,5.0,1.5,1.4062974992124095
14705,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,-95.0,1.8108108108108107,7.0,0.0,1.8075170526291902
14706,M,Scotland,A Level or Equivalent,0-10%,35-55,0,60,N,Pass,-84.0,3.3963963963963963,5.0,4.0,1.645013126382103
14707,F,East Anglian Region,Lower Than A Level,60-70%,35-55,0,120,N,Pass,-99.0,19.1981981981982,20.0,3.25,5.038413691474203
14708,M,North Western Region,HE Qualification,90-100%,0-35,0,60,N,Fail,-66.0,2.4864864864864864,3.0,-1.5,2.2093155692125013
14709,F,South West Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn,-84.0,,3.0,,9.005975106106876
14710,F,South Region,A Level or Equivalent,10-20,0-35,0,180,N,Withdrawn,-72.0,,3.0,,
14711,F,North Western Region,A Level or Equivalent,30-40%,0-35,0,90,N,Fail,-17.0,2.4414414414414414,7.0,0.25,1.5575490070978635
14712,F,Scotland,Lower Than A Level,30-40%,35-55,0,60,N,Fail,-59.0,,2.0,,2.4957687463866884
14713,F,South Region,A Level or Equivalent,50-60%,0-35,0,180,N,Fail,-28.0,3.072072072072072,2.0,-0.25,2.093643324529981
14714,M,South East Region,A Level or Equivalent,60-70%,0-35,0,90,N,Fail,-58.0,,4.0,,2.4583959603638843
14715,F,South Region,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn,-102.0,,1.0,,3.239697749422806
14716,M,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,120,N,Pass,-102.0,3.3513513513513518,5.0,1.0,1.4728320444236833
14717,M,North Region,Post Graduate Qualification,,35-55,0,60,N,Pass,-32.0,1.954954954954955,8.0,-3.75,1.6539632059361211
14718,M,South West Region,Lower Than A Level,90-100%,0-35,0,60,N,Fail,-29.0,,,,2.6847352379365383
14719,F,North Western Region,A Level or Equivalent,0-10%,0-35,0,60,N,Fail,-92.0,2.081081081081081,1.0,-0.5,2.537545616420648
14720,F,Scotland,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,-94.0,5.009009009009009,2.0,1.0,2.5598823613846053
14721,M,South East Region,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn,-95.0,,6.0,,3.2285292769828047
14722,M,South Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn,-74.0,1.063063063063063,2.0,0.0,3.1594901354809517
14723,F,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,-100.0,4.576576576576578,9.0,1.25,1.882256463708847
14724,M,Scotland,HE Qualification,60-70%,0-35,0,120,N,Distinction,-51.0,2.8738738738738734,8.0,0.75,1.3410054104687081
14725,F,Ireland,HE Qualification,60-70%,0-35,0,120,N,Pass,-95.0,9.288288288288287,7.0,4.5,4.082197261055559
14726,M,South Region,Lower Than A Level,40-50%,35-55,0,150,N,Fail,-98.0,2.4504504504504503,7.0,0.0,1.8697605381286366
14727,M,Wales,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,-53.0,2.5405405405405403,7.0,,1.3116707248391424
14728,M,East Anglian Region,HE Qualification,80-90%,0-35,0,60,N,Distinction,-29.0,2.2342342342342336,5.0,2.0,1.6842216891907382
14729,M,South West Region,HE Qualification,80-90%,35-55,0,120,N,Distinction,-31.0,2.4954954954954958,6.0,-7.5,2.0560000079036573
14730,M,Scotland,HE Qualification,20-30%,0-35,0,90,N,Fail,-59.0,,2.0,,
14731,M,North Western Region,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn,-88.0,,1.0,,4.080386871336787
14732,F,Ireland,Lower Than A Level,10-20,0-35,0,60,Y,Fail,-64.0,3.4234234234234235,4.0,0.5,3.5135411080791283
14733,M,London Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,-72.0,3.1441441441441436,1.0,0.25,1.905194361661968
14734,M,London Region,A Level or Equivalent,60-70%,0-35,0,90,N,Pass,-32.0,17.54954954954955,13.0,1.5,3.5987865451594008
14735,M,East Anglian Region,Lower Than A Level,40-50%,0-35,0,180,N,Withdrawn,-44.0,,2.0,,
14736,M,South Region,A Level or Equivalent,70-80%,0-35,0,60,N,Fail,-30.0,1.2882882882882882,3.0,-1.75,1.4866140034328503
14737,M,Scotland,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn,-66.0,,2.0,,
14738,M,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,-37.0,41.32432432432432,3.0,0.75,10.720265445822562
14739,F,North Region,HE Qualification,,0-35,0,90,N,Distinction,-86.0,19.54054054054054,14.0,4.0,4.705379151052623
14740,F,London Region,Lower Than A Level,50-60%,0-35,0,120,N,Pass,-86.0,2.990990990990991,3.0,0.0,1.4670465256225833
14741,M,South Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,-71.0,6.27927927927928,12.0,2.25,1.856328495021664
14742,F,South Region,Lower Than A Level,90-100%,0-35,0,60,N,Pass,-36.0,3.4864864864864864,,3.25,2.5185800347820395
14743,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,-29.0,4.9459459459459465,6.0,2.5,8.778466244670678
14744,F,North Region,A Level or Equivalent,40-50%,0-35,0,150,N,Withdrawn,-23.0,,6.0,,
14745,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,120,Y,Fail,-79.0,0.7297297297297297,2.0,0.25,0.9794823344992855
14746,F,North Western Region,HE Qualification,20-30%,35-55,0,60,N,Withdrawn,-85.0,3.4054054054054053,5.0,4.5,1.8950184303563657
14747,M,East Midlands Region,A Level or Equivalent,10-20,0-35,0,80,N,Fail,-32.0,,10.0,,
14748,M,Wales,Lower Than A Level,60-70%,0-35,0,60,N,Fail,-31.0,4.54954954954955,14.0,0.0,1.9040065711916079
14749,M,London Region,HE Qualification,40-50%,35-55,0,90,N,Pass,-88.0,3.36036036036036,18.0,2.25,1.73092078591048
14750,M,Yorkshire Region,Lower Than A Level,20-30%,0-35,0,60,N,Fail,-88.0,1.09009009009009,6.0,0.0,2.123818744762853
14751,M,South West Region,Lower Than A Level,30-40%,0-35,0,60,N,Fail,-31.0,1.720720720720721,1.0,3.25,2.087333776603882
14752,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,120,Y,Withdrawn,-29.0,,5.0,,
14753,F,East Anglian Region,HE Qualification,80-90%,0-35,0,120,N,Withdrawn,-51.0,2.0630630630630633,4.0,0.0,1.3219798318024512
14754,M,South East Region,A Level or Equivalent,60-70%,0-35,0,60,N,Fail,-16.0,2.2432432432432434,2.0,-2.5,1.6007036623987017
14755,F,London Region,A Level or Equivalent,10-20,0-35,0,120,N,Pass,-3.0,2.2882882882882885,,-2.0,2.019476702086789
14756,M,East Midlands Region,A Level or Equivalent,70-80%,0-35,0,60,N,Fail,-23.0,1.5045045045045045,2.0,0.0,2.687096478269986
14757,M,Yorkshire Region,Lower Than A Level,20-30%,0-35,0,120,N,Withdrawn,-22.0,,1.0,,1.665833124895768
14758,M,South West Region,A Level or Equivalent,60-70%,0-35,0,120,Y,Pass,-86.0,1.4594594594594594,,,2.938085853893396
14759,M,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Distinction,-41.0,1.8468468468468469,3.0,1.0,1.3705084675092067
14760,M,South West Region,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn,-22.0,,,,1.7100899330513597
14761,M,South West Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,-60.0,0.981981981981982,,0.0,6.160934306484857
14762,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,120,Y,Pass,-86.0,2.9459459459459465,13.0,0.0,1.4900139828108194
14763,F,Scotland,HE Qualification,20-30%,0-35,0,90,N,Pass,-57.0,,3.0,-1.5,
14764,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,-84.0,2.4504504504504503,4.0,11.25,1.322035197514254
14765,F,South East Region,HE Qualification,80-90%,0-35,0,120,N,Pass,-29.0,9.036036036036037,18.0,4.0,3.5243464978784753
14766,M,North Western Region,A Level or Equivalent,20-30%,0-35,0,60,N,Fail,-85.0,,10.0,,
14767,M,South West Region,A Level or Equivalent,10-20,0-35,0,120,N,Fail,-39.0,0.8288288288288288,2.0,0.25,2.1073124422753904
14768,M,South East Region,Lower Than A Level,40-50%,0-35,0,120,N,Fail,-81.0,,3.0,,1.100595077133059
14769,F,South Region,A Level or Equivalent,40-50%,35-55,0,90,N,Distinction,-71.0,6.945945945945946,6.0,1.0,2.17107866418649
14770,F,South East Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,-23.0,8.82882882882883,12.0,-0.5,2.0316402562116767
14771,M,Yorkshire Region,A Level or Equivalent,90-100%,0-35,0,60,N,Distinction,-59.0,3.4414414414414414,3.0,3.25,1.8546487592880325
14772,M,North Western Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,-79.0,,1.0,,2.04622217832224
14773,M,Scotland,A Level or Equivalent,20-30%,0-35,0,60,N,Fail,-30.0,,,,
14774,F,East Anglian Region,Lower Than A Level,50-60%,0-35,0,60,N,Fail,-29.0,4.90990990990991,4.0,-1.25,1.5918417181322082
14775,M,Yorkshire Region,Lower Than A Level,10-20,0-35,0,60,N,Fail,-59.0,,,,
14776,M,Scotland,Lower Than A Level,90-100%,0-35,0,60,N,Pass,-77.0,5.531531531531532,2.0,1.5,2.162948090123298
14777,F,North Western Region,A Level or Equivalent,0-10%,0-35,0,120,N,Withdrawn,-79.0,11.324324324324325,21.0,4.75,2.790335068022175
14778,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,-74.0,1.3693693693693694,6.0,0.75,1.7784848080111457
14779,F,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,-67.0,4.3873873873873865,13.0,2.75,1.4660883124256292
14780,M,East Anglian Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,-56.0,4.207207207207207,4.0,2.5,3.178353851310963
14781,F,North Western Region,HE Qualification,70-80%,35-55,0,60,N,Pass,-50.0,18.918918918918923,9.0,2.75,5.279560367155125
14782,F,East Anglian Region,Lower Than A Level,50-60%,35-55,0,60,Y,Fail,-74.0,5.666666666666668,13.0,4.0,2.373974940631949
14783,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,-39.0,1.5045045045045045,2.0,-4.5,1.432862634004233
14784,M,East Midlands Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass,-78.0,6.0990990990990985,3.0,1.0,2.5700301292122973
14785,M,South West Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,-79.0,3.774774774774775,9.0,0.5,1.3834618405056405
14786,M,North Region,Lower Than A Level,,0-35,0,90,N,Pass,-30.0,3.9459459459459465,11.0,5.25,1.7212125958295879
14787,F,North Western Region,Lower Than A Level,20-30%,0-35,0,120,N,Pass,-79.0,3.4054054054054053,15.0,1.25,2.5580101249960965
14788,M,North Western Region,A Level or Equivalent,50-60%,0-35,0,60,N,Withdrawn,-70.0,,3.0,,
14789,M,North Western Region,A Level or Equivalent,30-40%,0-35,0,90,N,Withdrawn,-74.0,,15.0,,
14790,F,Scotland,HE Qualification,20-30%,0-35,0,60,N,Fail,-67.0,2.8558558558558564,7.0,0.5,3.828540654093828
14791,F,East Anglian Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass,-77.0,2.783783783783784,6.0,0.75,1.911186800925376
14792,M,Ireland,Lower Than A Level,,35-55,0,60,N,Pass,-45.0,8.837837837837839,10.0,4.0,1.641992763733997
14793,F,North Region,HE Qualification,,35-55,0,60,N,Distinction,-67.0,11.144144144144144,10.0,6.0,2.801541237201589
14794,M,Yorkshire Region,HE Qualification,50-60%,0-35,0,60,N,Fail,-25.0,3.4414414414414414,6.0,0.5,3.886934220445833
14795,M,London Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn,-22.0,,5.0,,1.5877912330874733
14796,F,North Western Region,Lower Than A Level,0-10%,0-35,0,180,Y,Withdrawn,-74.0,,12.0,,
14797,F,Scotland,Lower Than A Level,70-80%,0-35,0,60,N,Pass,-51.0,7.072072072072072,14.0,0.5,2.085568394518975
14798,M,South East Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,-60.0,1.9279279279279282,4.0,-1.75,1.3030204890907566
14799,F,Scotland,A Level or Equivalent,70-80%,35-55,0,120,N,Pass,-44.0,8.351351351351349,14.0,1.75,1.7471781148122298
14800,M,Scotland,A Level or Equivalent,90-100%,35-55,0,90,N,Pass,-60.0,5.378378378378378,3.0,0.0,3.1631942200363397
14801,M,South East Region,A Level or Equivalent,50-60%,0-35,0,90,Y,Pass,-41.0,5.54054054054054,5.0,-3.0,3.7409703198530613
14802,M,Scotland,HE Qualification,80-90%,0-35,0,60,N,Pass,-25.0,4.036036036036036,3.0,2.0,3.968733880693971
14803,M,Scotland,Lower Than A Level,60-70%,0-35,0,60,N,Pass,-58.0,3.009009009009009,2.0,-2.5,1.3783312405031702
14804,M,North Western Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,-50.0,4.684684684684684,2.0,3.5,1.7469875884439638
14805,M,East Anglian Region,HE Qualification,90-100%,35-55,0,60,N,Distinction,-50.0,4.243243243243243,2.0,0.75,2.7087261627715447
14806,F,South West Region,A Level or Equivalent,10-20,0-35,0,90,N,Fail,-35.0,2.27027027027027,,0.0,3.4617363033047788
14807,M,South Region,A Level or Equivalent,70-80%,0-35,0,60,N,Distinction,-64.0,3.468468468468469,5.0,0.5,1.8917979051141083
14808,F,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,-22.0,1.1981981981981982,1.0,3.0,2.107774381358888
14809,M,South East Region,HE Qualification,70-80%,55<=,0,60,N,Distinction,-71.0,5.837837837837838,8.0,6.0,2.0261345697477
14810,F,South West Region,A Level or Equivalent,70-80%,0-35,0,60,N,Distinction,-70.0,4.198198198198198,11.0,0.75,2.1621128030131245
14811,M,Scotland,Lower Than A Level,70-80%,0-35,0,120,Y,Fail,-60.0,,5.0,,
14812,F,South Region,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn,-70.0,,6.0,,2.377280034056182
14813,M,Wales,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,-28.0,7.837837837837838,,3.5,2.3693904351677353
14814,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,120,N,Withdrawn,-64.0,,1.0,,
14815,M,South Region,A Level or Equivalent,30-40%,0-35,0,60,N,Fail,-67.0,4.981981981981981,2.0,-1.75,2.4709269736318933
14816,M,West Midlands Region,A Level or Equivalent,30-40%,35-55,0,150,N,Pass,-30.0,3.108108108108108,20.0,1.25,1.6839969962053138
14817,F,South East Region,A Level or Equivalent,20-30%,0-35,0,120,Y,Withdrawn,-65.0,1.2522522522522523,7.0,0.0,1.2072860814818014
14818,M,North Region,Post Graduate Qualification,,35-55,0,60,N,Pass,-39.0,1.576576576576577,11.0,1.75,1.1193008233927284
14819,M,South Region,HE Qualification,90-100%,0-35,0,90,N,Distinction,-24.0,8.648648648648651,9.0,3.25,1.9444238660065836
14820,M,West Midlands Region,A Level or Equivalent,20-30%,35-55,0,60,N,Distinction,-35.0,7.891891891891893,1.0,0.5,5.151603436393078
14821,M,South Region,HE Qualification,70-80%,35-55,0,60,N,Pass,-51.0,7.54054054054054,12.0,0.25,2.0170813791410387
14822,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,120,N,Distinction,-30.0,2.6486486486486487,1.0,-1.5,3.9460057111610802
14823,M,North Western Region,Lower Than A Level,20-30%,0-35,0,120,N,Pass,-66.0,5.108108108108109,8.0,1.5,1.9929462854991844
14824,M,North Region,HE Qualification,,0-35,0,90,N,Withdrawn,-17.0,,2.0,,1.1049303329730713
14825,M,Scotland,A Level or Equivalent,60-70%,0-35,0,90,N,Pass,-14.0,11.26126126126126,7.0,2.0,3.0340495013812885
14826,F,Wales,A Level or Equivalent,90-100%,0-35,0,90,N,Pass,-30.0,6.351351351351353,4.0,0.0,2.4918047823544067
14827,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,-44.0,,2.0,,1.9921484551116173
14828,F,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass,-11.0,3.4054054054054053,5.0,2.5,1.513413814000814
14829,M,Scotland,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,-38.0,4.207207207207207,4.0,1.0,1.7826321778747414
14830,F,Scotland,Lower Than A Level,60-70%,0-35,0,60,N,Fail,-45.0,3.072072072072072,7.0,-1.0,1.463267386413464
14831,M,North Region,Lower Than A Level,,0-35,0,120,N,Distinction,-43.0,8.117117117117116,7.0,2.0,1.5752920499006895
14832,M,North Region,HE Qualification,,0-35,0,90,N,Pass,-45.0,6.891891891891893,10.0,0.5,1.9865272570046986
14833,F,South Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass,-64.0,6.54054054054054,11.0,1.25,1.5576834170213416
14834,F,Scotland,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,-44.0,,5.0,,2.4754468101761335
14835,M,South Region,A Level or Equivalent,80-90%,0-35,0,120,N,Fail,-58.0,1.7567567567567568,11.0,0.5,1.1700744192901242
14836,F,East Midlands Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass,-60.0,7.18018018018018,12.0,2.25,1.525475696261889
14837,M,North Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,-30.0,4.225225225225225,10.0,1.25,2.7801462970388684
14838,M,South East Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,-51.0,2.891891891891892,1.0,-2.5,1.9517150844120812
14839,M,West Midlands Region,Lower Than A Level,10-20,0-35,0,120,N,Pass,-14.0,3.2432432432432434,5.0,3.0,1.7193380985174629
14840,M,East Midlands Region,Lower Than A Level,10-20,0-35,0,60,N,Fail,-37.0,,3.0,,3.072713704810587
14841,F,North Western Region,A Level or Equivalent,90-100%,0-35,0,120,Y,Pass,-52.0,1.5045045045045045,12.0,0.75,0.6371900427841128
14842,F,North Region,Lower Than A Level,,0-35,0,90,Y,Pass,-44.0,5.063063063063064,6.0,1.25,2.0922473206427394
14843,M,Scotland,Lower Than A Level,30-40%,0-35,0,120,N,Fail,-39.0,,5.0,,
14844,M,North Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,-59.0,2.414414414414414,5.0,1.75,1.4685541607631134
14845,M,Ireland,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,-21.0,1.027027027027027,2.0,1.5,1.0672666291483308
14846,F,London Region,HE Qualification,30-40%,0-35,0,90,N,Fail,-60.0,1.018018018018018,4.0,3.0,2.2860099453395466
14847,M,East Midlands Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,-51.0,1.5225225225225223,,-0.5,2.880704603435089
14848,M,North Region,Lower Than A Level,,0-35,0,60,N,Withdrawn,-57.0,3.864864864864865,4.0,-12.0,2.5717411468456755
14849,F,Scotland,A Level or Equivalent,90-100%,0-35,0,120,Y,Distinction,-44.0,2.864864864864865,7.0,2.25,1.3829658649733452
14850,M,East Anglian Region,Lower Than A Level,30-40%,0-35,0,60,Y,Fail,-58.0,2.1621621621621623,6.0,-1.75,1.707426829235381
14851,F,Scotland,A Level or Equivalent,50-60%,0-35,0,120,N,Pass,-35.0,2.0630630630630633,,-0.5,3.5033336732780085
14852,M,London Region,A Level or Equivalent,20-30%,35-55,0,120,N,Pass,-23.0,2.45945945945946,6.0,-3.5,3.2666433235636085
14853,F,North Western Region,Lower Than A Level,30-40%,0-35,0,150,N,Withdrawn,-45.0,,10.0,,
14854,F,South West Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,-35.0,3.7927927927927927,5.0,0.5,2.2606143623034405
14855,F,Wales,HE Qualification,20-30%,0-35,0,60,N,Pass,-43.0,3.5315315315315314,5.0,3.5,2.0524094788503056
14856,M,Scotland,HE Qualification,60-70%,0-35,0,120,N,Pass,-53.0,4.405405405405405,1.0,0.25,2.251681299012143
14857,M,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,-30.0,6.396396396396398,6.0,0.5,2.640295222412778
